Accession ID,Collection date,Submission date,Location
EPI_ISL_14999800,27/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Barbacena
EPI_ISL_14999799,27/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Resplendor
EPI_ISL_14999796,25/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_14999795,27/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_14999794,24/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14999793,24/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999790,25/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Carmo da Mata
EPI_ISL_14999789,27/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Itauna
EPI_ISL_14999787,24/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Para de Minas
EPI_ISL_14999783,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999782,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Ganhaes
EPI_ISL_14999781,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Sete Lagoas
EPI_ISL_14999777,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999776,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999775,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Uba
EPI_ISL_14999770,22/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Aracuai
EPI_ISL_14999769,22/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14999768,22/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Ouro Branco
EPI_ISL_14999767,22/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Ouro Branco
EPI_ISL_14999817,27/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14999816,29/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_14999810,24/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Novo Oriente de Minas
EPI_ISL_14999809,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Novo Oriente de Minas
EPI_ISL_14999808,13/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Carai
EPI_ISL_14999807,13/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_14999804,26/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14999803,27/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Tocantins
EPI_ISL_14999802,27/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Uba
EPI_ISL_14999798,27/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Resplendor
EPI_ISL_14999797,26/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_14999792,24/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Itabirito
EPI_ISL_14999791,24/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999786,26/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Uba
EPI_ISL_14999785,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Para de Minas
EPI_ISL_14999784,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14999780,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14999779,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Ibirite
EPI_ISL_14999778,23/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999774,22/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_14999773,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_14999772,22/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Aracuai
EPI_ISL_14999771,22/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Aracuai
EPI_ISL_14999766,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_14999765,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Fernandes Tourinho
EPI_ISL_14999764,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14999760,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Jaiba
EPI_ISL_14999759,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14999758,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14999757,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999756,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999755,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999751,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Manhuacu
EPI_ISL_14999750,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Manhuacu
EPI_ISL_14999749,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Manhuacu
EPI_ISL_14999763,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Bocaiuva
EPI_ISL_14999762,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Bocaiuva
EPI_ISL_14999761,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Itacambira
EPI_ISL_14999754,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14999753,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Igarape
EPI_ISL_14999752,21/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Manhuacu
EPI_ISL_14999748,19/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Resplendor
EPI_ISL_14999747,19/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Resplendor
EPI_ISL_14999746,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999745,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Pains
EPI_ISL_14999744,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Juiz de Fora
EPI_ISL_14999743,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_14999742,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_14999741,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_14999740,19/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Ipatinga
EPI_ISL_14999739,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Juatuba
EPI_ISL_14999811,28/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Angelandia
EPI_ISL_14999732,19/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Curvelo
EPI_ISL_14999736,19/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Alfenas
EPI_ISL_14999735,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Uba
EPI_ISL_14999734,17/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Ibirite
EPI_ISL_14999733,17/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14999738,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14999737,20/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Aracuai
EPI_ISL_14999726,27/07/2022,16/09/2022,South America / Brazil / Minas Gerais / Caxambu
EPI_ISL_14999725,28/07/2022,16/09/2022,South America / Brazil / Minas Gerais / Caxambu
EPI_ISL_14999731,19/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14999728,17/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_14999727,15/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Carmopolis de Minas
EPI_ISL_14999730,18/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Carmopolis de Minas
EPI_ISL_14999729,17/06/2022,16/09/2022,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_14907006,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_14907010,31/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Carmopolis De Minas
EPI_ISL_14907009,31/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Coronel Fabriciano
EPI_ISL_14907008,30/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Coronel Fabriciano
EPI_ISL_14907007,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_14906999,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Carmopolis De Minas
EPI_ISL_14906998,30/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Carmopolis De Minas
EPI_ISL_14906997,30/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Carmopolis De Minas
EPI_ISL_14906996,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Pompeu
EPI_ISL_14906992,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Pompeu
EPI_ISL_14906991,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Pompeu
EPI_ISL_14906990,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Pompeu
EPI_ISL_14906989,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Pompeu
EPI_ISL_14906988,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Pompeu
EPI_ISL_14906987,28/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Ponte Nova
EPI_ISL_14906982,31/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Prados
EPI_ISL_14906981,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14906980,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Santa Cruz De Minas
EPI_ISL_14906979,28/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14906975,28/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Mario Campos
EPI_ISL_14906974,27/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Carai
EPI_ISL_14906973,27/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Itaipe
EPI_ISL_14906968,26/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Paraguacu
EPI_ISL_14906967,26/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_14906963,26/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14906962,25/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Varzelandia
EPI_ISL_14906961,26/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Brasilia De Minas
EPI_ISL_14906960,26/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14906956,23/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906955,23/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906954,23/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906950,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906949,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906948,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906944,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906943,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906942,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906938,21/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906937,21/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906936,21/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906935,21/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14907011,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Nova Serrana
EPI_ISL_14907002,31/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14907001,31/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Baldim
EPI_ISL_14907000,31/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Baldim
EPI_ISL_14906995,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Pompeu
EPI_ISL_14906994,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Pompeu
EPI_ISL_14906993,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Pompeu
EPI_ISL_14906986,28/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Piedade De Ponte Nova
EPI_ISL_14906985,28/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14906984,30/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Barroso
EPI_ISL_14906983,30/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Jeceaba
EPI_ISL_14906978,28/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14906977,30/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14906976,29/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Sao Joaquim De Bicas
EPI_ISL_14906972,27/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_14906971,27/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Novo Oriente De Minas
EPI_ISL_14906970,28/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_14906969,28/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Mathias Lobato
EPI_ISL_14906966,26/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Ouro Verde De Minas
EPI_ISL_14906965,26/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Jequitai
EPI_ISL_14906964,26/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Sao Joao Da Lagoa
EPI_ISL_14906959,24/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14906958,27/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14906957,27/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Montes Claros
EPI_ISL_14906953,23/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906952,23/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906951,23/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906947,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906946,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906945,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906941,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906940,22/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906939,21/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906924,20/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906923,20/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906922,17/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906921,15/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906916,10/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906915,13/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906914,13/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906913,13/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906934,21/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906933,21/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906932,21/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906931,21/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906930,21/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906929,20/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906928,20/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906927,20/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906926,20/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906925,20/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906920,15/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906919,15/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906918,13/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906917,10/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906912,13/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906911,13/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906910,13/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906909,13/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906908,13/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906907,10/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906906,10/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906905,10/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906904,10/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906899,07/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906898,06/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906897,06/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906903,10/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906902,10/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906901,09/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906900,07/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906896,06/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906895,06/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906894,06/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14907005,31/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_14907004,28/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14907003,31/01/2022,09/09/2022,South America / Brazil / Minas Gerais / Baldim
EPI_ISL_14906887,30/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906893,03/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906892,03/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906891,03/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906890,02/06/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906889,30/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906888,31/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906886,30/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906885,30/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906877,26/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906880,30/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906879,27/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906878,27/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906884,30/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906883,30/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906882,30/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14906881,30/05/2022,09/09/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14843678,15/06/2022,07/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_14843677,18/06/2022,07/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_14843673,18/06/2022,07/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_14843672,16/06/2022,07/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_14768392,01/07/2022,31/08/2022,South America / Brazil / Minas Gerais
EPI_ISL_14843676,18/06/2022,07/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_14843675,16/06/2022,07/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_14843674,15/06/2022,07/09/2022,South America / Brazil / Minas Gerais
EPI_ISL_14768393,11/07/2022,31/08/2022,South America / Brazil / Minas Gerais
EPI_ISL_14675164,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14675159,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14675158,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Ponte Nova
EPI_ISL_14675157,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Piedade De Ponte Nova
EPI_ISL_14675156,24/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Coronel Fabriciano
EPI_ISL_14675151,24/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Ipanema
EPI_ISL_14675150,25/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Inhapim
EPI_ISL_14675149,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675148,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675147,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Nazareno
EPI_ISL_14675146,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Piedade Do Rio Grande
EPI_ISL_14675145,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Santa Cruz De Minas
EPI_ISL_14675144,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675135,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Alfenas
EPI_ISL_14675134,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Alfenas
EPI_ISL_14675133,29/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14675132,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14675127,05/07/2022,26/08/2022,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_14675126,21/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_14675125,21/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_14675124,21/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Paraguacu
EPI_ISL_14675119,20/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Caratinga
EPI_ISL_14675118,20/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Do Oriente
EPI_ISL_14675117,19/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Vicosa
EPI_ISL_14675116,19/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Itaobim
EPI_ISL_14675115,18/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Tres Coracoes
EPI_ISL_14675114,19/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Divinopolis
EPI_ISL_14675113,19/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14675112,18/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Alterosa
EPI_ISL_14675107,18/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Ritapolis
EPI_ISL_14675106,18/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675105,18/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675104,18/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675163,28/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Itabirito
EPI_ISL_14675162,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Itabirito
EPI_ISL_14675161,28/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14675160,28/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14675155,25/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Coronel Fabriciano
EPI_ISL_14675154,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Coronel Fabriciano
EPI_ISL_14675153,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Timoteo
EPI_ISL_14675152,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Ipatinga
EPI_ISL_14675143,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675142,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675141,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675140,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675139,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sao Joao Del Rei
EPI_ISL_14675138,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Sete Lagoas
EPI_ISL_14675137,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Santana De Pirapama
EPI_ISL_14675136,27/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Santana De Pirapama
EPI_ISL_14675131,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Betim
EPI_ISL_14675130,26/01/2022,26/08/2022,South America / Brazil / Minas Gerais / Betim
